scope,city,zone,group_id,start_time,end_time,duration_minutes,duration_hours
city_aggregated,Laayoune,all_zones,106,2022-10-16 18:30:00,2022-10-16 22:00:00,220,3.67
city_aggregated,Laayoune,all_zones,108,2022-10-17 18:30:00,2022-10-17 19:10:00,50,0.83
city_aggregated,Laayoune,all_zones,110,2022-10-18 18:30:00,2022-10-18 19:40:00,80,1.33
city_aggregated,Laayoune,all_zones,112,2022-10-18 20:40:00,2022-10-18 22:30:00,120,2.0
city_aggregated,Laayoune,all_zones,114,2022-10-19 11:10:00,2022-10-19 11:10:00,10,0.17
city_aggregated,Laayoune,all_zones,116,2022-10-19 12:10:00,2022-10-19 12:40:00,40,0.67
city_aggregated,Laayoune,all_zones,118,2022-10-19 13:10:00,2022-10-19 14:40:00,100,1.67
city_aggregated,Laayoune,all_zones,120,2022-10-19 18:00:00,2022-10-19 23:20:00,330,5.5
city_aggregated,Laayoune,all_zones,122,2022-10-20 09:30:00,2022-10-20 09:30:00,10,0.17
city_aggregated,Laayoune,all_zones,124,2022-10-20 10:40:00,2022-10-20 10:40:00,10,0.17
city_aggregated,Laayoune,all_zones,126,2022-10-20 18:20:00,2022-10-20 19:30:00,80,1.33
city_aggregated,Laayoune,all_zones,128,2022-10-20 19:50:00,2022-10-20 19:50:00,10,0.17
city_aggregated,Laayoune,all_zones,130,2022-10-20 20:40:00,2022-10-20 22:10:00,100,1.67
city_aggregated,Laayoune,all_zones,132,2022-10-21 12:30:00,2022-10-21 12:30:00,10,0.17
city_aggregated,Laayoune,all_zones,134,2022-10-21 18:30:00,2022-10-21 19:10:00,50,0.83
city_aggregated,Laayoune,all_zones,136,2022-10-21 20:10:00,2022-10-21 20:20:00,20,0.33
city_aggregated,Laayoune,all_zones,138,2022-10-22 11:40:00,2022-10-22 11:40:00,10,0.17
city_aggregated,Laayoune,all_zones,140,2022-10-22 18:40:00,2022-10-22 18:40:00,10,0.17
city_aggregated,Laayoune,all_zones,142,2022-10-23 10:30:00,2022-10-23 14:20:00,240,4.0
city_aggregated,Laayoune,all_zones,144,2022-10-23 18:10:00,2022-10-23 23:20:00,320,5.33
city_aggregated,Laayoune,all_zones,146,2022-10-24 12:50:00,2022-10-24 12:50:00,10,0.17
city_aggregated,Laayoune,all_zones,148,2022-10-24 18:30:00,2022-10-24 18:50:00,30,0.5
city_aggregated,Laayoune,all_zones,150,2022-10-25 12:20:00,2022-10-25 13:20:00,70,1.17
city_aggregated,Laayoune,all_zones,152,2022-10-25 18:20:00,2022-10-25 19:10:00,60,1.0
city_aggregated,Laayoune,all_zones,154,2022-10-26 12:40:00,2022-10-26 12:50:00,20,0.33
city_aggregated,Laayoune,all_zones,156,2022-10-26 18:30:00,2022-10-26 18:50:00,30,0.5
city_aggregated,Laayoune,all_zones,158,2022-10-27 12:50:00,2022-10-27 12:50:00,10,0.17
city_aggregated,Laayoune,all_zones,160,2022-10-27 18:20:00,2022-10-27 19:00:00,50,0.83
city_aggregated,Laayoune,all_zones,162,2022-10-27 19:20:00,2022-10-27 19:30:00,20,0.33
city_aggregated,Laayoune,all_zones,164,2022-10-28 18:20:00,2022-10-28 18:40:00,30,0.5
city_aggregated,Laayoune,all_zones,166,2022-10-29 12:50:00,2022-10-29 13:00:00,20,0.33
city_aggregated,Laayoune,all_zones,168,2022-10-29 18:20:00,2022-10-29 18:50:00,40,0.67
city_aggregated,Laayoune,all_zones,170,2022-10-30 11:50:00,2022-10-30 11:50:00,10,0.17
city_aggregated,Laayoune,all_zones,172,2022-10-30 17:20:00,2022-10-30 18:20:00,70,1.17
city_aggregated,Laayoune,all_zones,174,2022-10-30 18:40:00,2022-10-30 18:40:00,10,0.17
city_aggregated,Laayoune,all_zones,176,2022-10-30 19:10:00,2022-10-30 20:30:00,90,1.5
city_aggregated,Laayoune,all_zones,178,2022-10-30 20:50:00,2022-10-30 20:50:00,10,0.17
city_aggregated,Laayoune,all_zones,180,2022-10-31 17:20:00,2022-10-31 18:20:00,70,1.17
city_aggregated,Laayoune,all_zones,182,2022-11-01 17:20:00,2022-11-01 18:10:00,60,1.0
city_aggregated,Laayoune,all_zones,184,2022-11-01 19:00:00,2022-11-01 19:10:00,20,0.33
city_aggregated,Laayoune,all_zones,186,2022-11-01 19:40:00,2022-11-01 20:10:00,40,0.67
city_aggregated,Laayoune,all_zones,188,2022-11-02 17:20:00,2022-11-02 18:00:00,50,0.83
city_aggregated,Laayoune,all_zones,190,2022-11-02 20:50:00,2022-11-02 20:50:00,10,0.17
city_aggregated,Laayoune,all_zones,192,2022-11-03 17:20:00,2022-11-03 18:00:00,50,0.83
city_aggregated,Laayoune,all_zones,194,2022-11-03 18:30:00,2022-11-03 18:30:00,10,0.17
city_aggregated,Laayoune,all_zones,196,2022-11-03 19:10:00,2022-11-03 19:10:00,10,0.17
city_aggregated,Laayoune,all_zones,198,2022-11-03 20:20:00,2022-11-03 20:40:00,30,0.5
city_aggregated,Laayoune,all_zones,200,2022-11-04 17:20:00,2022-11-04 17:20:00,10,0.17
city_aggregated,Laayoune,all_zones,202,2022-11-05 08:50:00,2022-11-05 10:00:00,80,1.33
city_aggregated,Laayoune,all_zones,204,2022-11-05 10:20:00,2022-11-05 12:50:00,160,2.67
city_aggregated,Laayoune,all_zones,206,2022-11-06 11:40:00,2022-11-06 12:30:00,60,1.0
city_aggregated,Laayoune,all_zones,208,2022-11-06 17:20:00,2022-11-06 18:20:00,70,1.17
city_aggregated,Laayoune,all_zones,210,2022-11-06 18:40:00,2022-11-06 19:30:00,60,1.0
city_aggregated,Laayoune,all_zones,212,2022-11-07 17:10:00,2022-11-07 18:40:00,100,1.67
city_aggregated,Laayoune,all_zones,214,2022-11-07 19:00:00,2022-11-07 20:00:00,70,1.17
city_aggregated,Laayoune,all_zones,216,2022-11-07 20:40:00,2022-11-07 20:40:00,10,0.17
city_aggregated,Laayoune,all_zones,218,2022-11-08 17:20:00,2022-11-08 18:30:00,80,1.33
city_aggregated,Laayoune,all_zones,220,2022-11-08 19:00:00,2022-11-08 19:00:00,10,0.17
city_aggregated,Laayoune,all_zones,222,2022-11-08 19:30:00,2022-11-08 20:30:00,70,1.17
city_aggregated,Laayoune,all_zones,224,2022-11-09 11:40:00,2022-11-09 12:00:00,30,0.5
city_aggregated,Laayoune,all_zones,226,2022-11-09 17:10:00,2022-11-09 19:00:00,120,2.0
city_aggregated,Laayoune,all_zones,228,2022-11-09 19:30:00,2022-11-09 20:20:00,60,1.0
city_aggregated,Laayoune,all_zones,230,2022-11-10 07:20:00,2022-11-10 07:20:00,10,0.17
city_aggregated,Laayoune,all_zones,232,2022-11-10 08:40:00,2022-11-10 09:40:00,70,1.17
city_aggregated,Laayoune,all_zones,234,2022-11-10 11:40:00,2022-11-10 12:00:00,30,0.5
city_aggregated,Laayoune,all_zones,236,2022-11-10 17:00:00,2022-11-10 18:40:00,110,1.83
city_aggregated,Laayoune,all_zones,238,2022-11-10 19:10:00,2022-11-10 21:00:00,120,2.0
city_aggregated,Laayoune,all_zones,240,2022-11-11 18:00:00,2022-11-11 18:20:00,30,0.5
city_aggregated,Laayoune,all_zones,242,2022-11-11 18:40:00,2022-11-11 19:00:00,30,0.5
city_aggregated,Laayoune,all_zones,244,2022-11-11 20:20:00,2022-11-11 20:20:00,10,0.17
city_aggregated,Laayoune,all_zones,246,2022-11-12 11:30:00,2022-11-12 12:40:00,80,1.33
city_aggregated,Laayoune,all_zones,248,2022-11-12 13:00:00,2022-11-12 13:00:00,10,0.17
city_aggregated,Laayoune,all_zones,250,2022-11-12 17:10:00,2022-11-12 17:40:00,40,0.67
city_aggregated,Laayoune,all_zones,252,2022-11-13 11:50:00,2022-11-13 12:20:00,40,0.67
city_aggregated,Laayoune,all_zones,254,2022-11-13 17:10:00,2022-11-13 20:30:00,210,3.5
city_aggregated,Laayoune,all_zones,256,2022-11-13 20:50:00,2022-11-13 20:50:00,10,0.17
city_aggregated,Laayoune,all_zones,258,2022-11-14 17:10:00,2022-11-14 18:20:00,80,1.33
city_aggregated,Laayoune,all_zones,260,2022-11-15 17:10:00,2022-11-15 18:10:00,70,1.17
city_aggregated,Laayoune,all_zones,262,2022-11-15 18:30:00,2022-11-15 19:40:00,80,1.33
city_aggregated,Laayoune,all_zones,264,2022-11-16 17:20:00,2022-11-16 17:40:00,30,0.5
city_aggregated,Laayoune,all_zones,266,2022-11-17 11:40:00,2022-11-17 11:40:00,10,0.17
city_aggregated,Laayoune,all_zones,268,2022-11-17 17:10:00,2022-11-17 18:30:00,90,1.5
city_aggregated,Laayoune,all_zones,270,2022-11-17 18:50:00,2022-11-17 20:00:00,80,1.33
city_aggregated,Laayoune,all_zones,272,2022-11-17 20:20:00,2022-11-17 20:20:00,10,0.17
city_aggregated,Laayoune,all_zones,274,2022-11-18 11:30:00,2022-11-18 11:40:00,20,0.33
city_aggregated,Laayoune,all_zones,276,2022-11-19 11:50:00,2022-11-19 12:00:00,20,0.33
city_aggregated,Laayoune,all_zones,278,2022-11-19 17:10:00,2022-11-19 19:50:00,170,2.83
city_aggregated,Laayoune,all_zones,280,2022-11-20 11:50:00,2022-11-20 12:40:00,60,1.0
city_aggregated,Laayoune,all_zones,282,2022-11-20 17:20:00,2022-11-20 18:00:00,50,0.83
city_aggregated,Laayoune,all_zones,284,2022-11-20 18:30:00,2022-11-20 18:30:00,10,0.17
city_aggregated,Laayoune,all_zones,286,2022-11-20 18:50:00,2022-11-20 21:10:00,150,2.5
city_aggregated,Laayoune,all_zones,288,2022-11-21 17:10:00,2022-11-21 19:50:00,170,2.83
city_aggregated,Laayoune,all_zones,290,2022-11-21 20:20:00,2022-11-21 20:40:00,30,0.5
city_aggregated,Laayoune,all_zones,292,2022-11-22 11:10:00,2022-11-22 12:10:00,70,1.17
city_aggregated,Laayoune,all_zones,294,2022-11-22 17:10:00,2022-11-22 20:50:00,230,3.83
city_aggregated,Laayoune,all_zones,296,2022-11-23 11:40:00,2022-11-23 11:50:00,20,0.33
city_aggregated,Laayoune,all_zones,298,2022-11-23 17:10:00,2022-11-23 19:40:00,160,2.67
city_aggregated,Laayoune,all_zones,300,2022-11-23 20:00:00,2022-11-23 20:50:00,60,1.0
city_aggregated,Laayoune,all_zones,302,2022-11-24 11:30:00,2022-11-24 11:30:00,10,0.17
city_aggregated,Laayoune,all_zones,304,2022-11-24 12:00:00,2022-11-24 12:00:00,10,0.17
city_aggregated,Laayoune,all_zones,306,2022-11-24 17:10:00,2022-11-24 17:40:00,40,0.67
city_aggregated,Laayoune,all_zones,308,2022-11-25 11:20:00,2022-11-25 11:30:00,20,0.33
city_aggregated,Laayoune,all_zones,310,2022-11-25 17:10:00,2022-11-25 19:50:00,170,2.83
city_aggregated,Laayoune,all_zones,312,2022-11-25 20:10:00,2022-11-25 20:20:00,20,0.33
city_aggregated,Laayoune,all_zones,314,2022-11-26 11:20:00,2022-11-26 12:30:00,80,1.33
city_aggregated,Laayoune,all_zones,316,2022-11-26 17:00:00,2022-11-26 20:20:00,210,3.5
city_aggregated,Laayoune,all_zones,318,2022-11-27 11:30:00,2022-11-27 12:10:00,50,0.83
city_aggregated,Laayoune,all_zones,320,2022-11-27 17:10:00,2022-11-27 21:00:00,240,4.0
city_aggregated,Laayoune,all_zones,322,2022-11-28 11:30:00,2022-11-28 12:10:00,50,0.83
city_aggregated,Laayoune,all_zones,324,2022-11-28 17:10:00,2022-11-28 19:30:00,150,2.5
city_aggregated,Laayoune,all_zones,326,2022-11-29 11:20:00,2022-11-29 12:00:00,50,0.83
city_aggregated,Laayoune,all_zones,328,2022-11-29 17:00:00,2022-11-29 19:50:00,180,3.0
city_aggregated,Laayoune,all_zones,330,2022-11-30 11:50:00,2022-11-30 12:00:00,20,0.33
city_aggregated,Laayoune,all_zones,332,2022-11-30 17:20:00,2022-11-30 18:20:00,70,1.17
city_aggregated,Laayoune,all_zones,334,2022-12-01 11:20:00,2022-12-01 12:20:00,70,1.17
city_aggregated,Laayoune,all_zones,336,2022-12-01 17:10:00,2022-12-01 20:30:00,210,3.5
city_aggregated,Laayoune,all_zones,338,2022-12-02 17:30:00,2022-12-02 17:30:00,10,0.17
city_aggregated,Laayoune,all_zones,340,2022-12-02 17:50:00,2022-12-02 17:50:00,10,0.17
city_aggregated,Laayoune,all_zones,342,2022-12-02 18:20:00,2022-12-02 18:20:00,10,0.17
city_aggregated,Laayoune,all_zones,344,2022-12-03 11:10:00,2022-12-03 12:30:00,90,1.5
city_aggregated,Laayoune,all_zones,346,2022-12-03 17:10:00,2022-12-03 21:20:00,260,4.33
city_aggregated,Laayoune,all_zones,348,2022-12-04 11:50:00,2022-12-04 12:00:00,20,0.33
city_aggregated,Laayoune,all_zones,350,2022-12-05 11:40:00,2022-12-05 12:20:00,50,0.83
city_aggregated,Laayoune,all_zones,352,2022-12-05 17:00:00,2022-12-05 20:40:00,230,3.83
city_aggregated,Laayoune,all_zones,354,2022-12-06 11:30:00,2022-12-06 12:40:00,80,1.33
city_aggregated,Laayoune,all_zones,356,2022-12-07 11:50:00,2022-12-07 12:00:00,20,0.33
city_aggregated,Laayoune,all_zones,358,2022-12-07 17:00:00,2022-12-07 20:30:00,220,3.67
city_aggregated,Laayoune,all_zones,360,2022-12-08 11:40:00,2022-12-08 12:30:00,60,1.0
city_aggregated,Laayoune,all_zones,362,2022-12-08 17:10:00,2022-12-08 17:30:00,30,0.5
city_aggregated,Laayoune,all_zones,364,2022-12-09 11:20:00,2022-12-09 11:50:00,40,0.67
city_aggregated,Laayoune,all_zones,366,2022-12-09 17:00:00,2022-12-09 19:00:00,130,2.17
city_aggregated,Laayoune,all_zones,368,2022-12-09 19:20:00,2022-12-09 19:20:00,10,0.17
city_aggregated,Laayoune,all_zones,370,2022-12-09 20:00:00,2022-12-09 20:10:00,20,0.33
city_aggregated,Laayoune,all_zones,372,2022-12-10 10:40:00,2022-12-10 12:50:00,140,2.33
city_aggregated,Laayoune,all_zones,374,2022-12-10 19:40:00,2022-12-10 21:10:00,100,1.67
city_aggregated,Laayoune,all_zones,376,2022-12-11 11:40:00,2022-12-11 12:40:00,70,1.17
city_aggregated,Laayoune,all_zones,378,2022-12-11 17:10:00,2022-12-11 18:20:00,80,1.33
city_aggregated,Laayoune,all_zones,380,2022-12-11 18:40:00,2022-12-11 21:10:00,160,2.67
city_aggregated,Laayoune,all_zones,382,2022-12-12 11:50:00,2022-12-12 12:00:00,20,0.33
city_aggregated,Laayoune,all_zones,384,2022-12-12 17:00:00,2022-12-12 21:00:00,250,4.17
city_aggregated,Laayoune,all_zones,386,2022-12-12 21:20:00,2022-12-12 21:20:00,10,0.17
city_aggregated,Laayoune,all_zones,388,2022-12-13 11:20:00,2022-12-13 12:10:00,60,1.0
city_aggregated,Laayoune,all_zones,390,2022-12-13 17:20:00,2022-12-13 18:00:00,50,0.83
city_aggregated,Laayoune,all_zones,392,2022-12-13 18:20:00,2022-12-13 18:20:00,10,0.17
city_aggregated,Laayoune,all_zones,394,2022-12-13 18:50:00,2022-12-13 19:40:00,60,1.0
city_aggregated,Laayoune,all_zones,396,2022-12-13 20:00:00,2022-12-13 20:50:00,60,1.0
city_aggregated,Laayoune,all_zones,398,2022-12-14 11:30:00,2022-12-14 12:10:00,50,0.83
city_aggregated,Laayoune,all_zones,400,2022-12-14 17:10:00,2022-12-14 17:40:00,40,0.67
city_aggregated,Laayoune,all_zones,402,2022-12-15 12:00:00,2022-12-15 12:00:00,10,0.17
city_aggregated,Laayoune,all_zones,404,2022-12-15 17:10:00,2022-12-15 18:50:00,110,1.83
city_aggregated,Laayoune,all_zones,406,2022-12-15 19:20:00,2022-12-15 20:10:00,60,1.0
city_aggregated,Laayoune,all_zones,408,2022-12-17 11:20:00,2022-12-17 12:30:00,80,1.33
city_aggregated,Laayoune,all_zones,410,2022-12-17 17:10:00,2022-12-17 18:50:00,110,1.83
city_aggregated,Laayoune,all_zones,412,2022-12-17 19:20:00,2022-12-17 20:20:00,70,1.17
city_aggregated,Laayoune,all_zones,414,2022-12-17 20:50:00,2022-12-17 20:50:00,10,0.17
city_aggregated,Laayoune,all_zones,416,2022-12-18 11:30:00,2022-12-18 12:50:00,90,1.5
city_aggregated,Laayoune,all_zones,418,2022-12-18 17:50:00,2022-12-18 20:50:00,190,3.17
city_aggregated,Laayoune,all_zones,420,2022-12-19 11:10:00,2022-12-19 11:40:00,40,0.67
city_aggregated,Laayoune,all_zones,422,2022-12-19 12:00:00,2022-12-19 12:10:00,20,0.33
city_aggregated,Laayoune,all_zones,424,2022-12-19 17:10:00,2022-12-19 20:10:00,190,3.17
city_aggregated,Laayoune,all_zones,426,2022-12-20 11:20:00,2022-12-20 12:20:00,70,1.17
city_aggregated,Laayoune,all_zones,428,2022-12-20 17:10:00,2022-12-20 17:30:00,30,0.5
city_aggregated,Laayoune,all_zones,430,2022-12-21 17:10:00,2022-12-21 20:10:00,190,3.17
city_aggregated,Laayoune,all_zones,432,2022-12-21 20:40:00,2022-12-21 20:40:00,10,0.17
city_aggregated,Laayoune,all_zones,434,2022-12-22 12:00:00,2022-12-22 12:10:00,20,0.33
city_aggregated,Laayoune,all_zones,436,2022-12-22 13:40:00,2022-12-22 13:40:00,10,0.17
city_aggregated,Laayoune,all_zones,438,2022-12-22 17:30:00,2022-12-22 18:00:00,40,0.67
city_aggregated,Laayoune,all_zones,440,2022-12-22 18:50:00,2022-12-22 19:10:00,30,0.5
city_aggregated,Laayoune,all_zones,442,2022-12-22 19:40:00,2022-12-22 20:20:00,50,0.83
city_aggregated,Laayoune,all_zones,444,2022-12-22 20:40:00,2022-12-22 20:50:00,20,0.33
city_aggregated,Laayoune,all_zones,446,2022-12-23 11:30:00,2022-12-23 11:30:00,10,0.17
city_aggregated,Laayoune,all_zones,448,2022-12-23 17:20:00,2022-12-23 19:30:00,140,2.33
city_aggregated,Laayoune,all_zones,450,2022-12-23 20:00:00,2022-12-23 20:00:00,10,0.17
city_aggregated,Laayoune,all_zones,452,2022-12-24 11:30:00,2022-12-24 12:50:00,90,1.5
city_aggregated,Laayoune,all_zones,454,2022-12-24 17:20:00,2022-12-24 17:20:00,10,0.17
city_aggregated,Laayoune,all_zones,456,2022-12-24 17:40:00,2022-12-24 18:00:00,30,0.5
city_aggregated,Laayoune,all_zones,458,2022-12-25 11:40:00,2022-12-25 12:50:00,80,1.33
city_aggregated,Laayoune,all_zones,460,2022-12-25 17:20:00,2022-12-25 21:00:00,230,3.83
city_aggregated,Laayoune,all_zones,462,2022-12-26 12:00:00,2022-12-26 12:00:00,10,0.17
city_aggregated,Laayoune,all_zones,464,2022-12-26 17:10:00,2022-12-26 21:00:00,240,4.0
city_aggregated,Laayoune,all_zones,466,2022-12-27 10:50:00,2022-12-27 12:40:00,120,2.0
city_aggregated,Laayoune,all_zones,468,2022-12-27 17:00:00,2022-12-27 21:00:00,250,4.17
city_aggregated,Laayoune,all_zones,470,2022-12-28 10:40:00,2022-12-28 12:20:00,110,1.83
city_aggregated,Laayoune,all_zones,472,2022-12-28 17:20:00,2022-12-28 17:50:00,40,0.67
city_aggregated,Laayoune,all_zones,474,2022-12-29 11:20:00,2022-12-29 12:30:00,80,1.33
city_aggregated,Laayoune,all_zones,476,2022-12-29 17:10:00,2022-12-29 20:50:00,230,3.83
city_aggregated,Laayoune,all_zones,478,2022-12-30 11:30:00,2022-12-30 11:40:00,20,0.33
city_aggregated,Laayoune,all_zones,480,2022-12-30 17:30:00,2022-12-30 17:30:00,10,0.17
city_aggregated,Laayoune,all_zones,482,2022-12-30 19:10:00,2022-12-30 19:10:00,10,0.17
city_aggregated,Laayoune,all_zones,484,2022-12-30 19:40:00,2022-12-30 20:30:00,60,1.0
city_aggregated,Laayoune,all_zones,486,2022-12-31 10:50:00,2022-12-31 12:50:00,130,2.17
city_aggregated,Laayoune,all_zones,488,2022-12-31 17:20:00,2022-12-31 19:10:00,120,2.0
city_aggregated,Laayoune,all_zones,490,2022-12-31 19:40:00,2022-12-31 20:10:00,40,0.67
city_aggregated,Laayoune,all_zones,492,2023-01-01 12:10:00,2023-01-01 12:40:00,40,0.67
city_aggregated,Laayoune,all_zones,494,2023-01-01 17:30:00,2023-01-01 17:50:00,30,0.5
city_aggregated,Laayoune,all_zones,496,2023-01-01 18:30:00,2023-01-01 21:00:00,160,2.67
city_aggregated,Laayoune,all_zones,498,2023-01-02 11:10:00,2023-01-02 12:20:00,80,1.33
city_aggregated,Laayoune,all_zones,500,2023-01-02 17:20:00,2023-01-02 20:50:00,220,3.67
city_aggregated,Laayoune,all_zones,502,2023-01-03 11:30:00,2023-01-03 11:50:00,30,0.5
city_aggregated,Laayoune,all_zones,504,2023-01-03 12:10:00,2023-01-03 12:10:00,10,0.17
city_aggregated,Laayoune,all_zones,506,2023-01-03 17:30:00,2023-01-03 17:50:00,30,0.5
city_aggregated,Laayoune,all_zones,508,2023-01-04 11:10:00,2023-01-04 12:20:00,80,1.33
city_aggregated,Laayoune,all_zones,510,2023-01-04 17:20:00,2023-01-04 18:30:00,80,1.33
city_aggregated,Laayoune,all_zones,512,2023-01-04 19:00:00,2023-01-04 19:40:00,50,0.83
city_aggregated,Laayoune,all_zones,514,2023-01-04 20:20:00,2023-01-04 20:20:00,10,0.17
city_aggregated,Laayoune,all_zones,516,2023-01-05 11:30:00,2023-01-05 12:30:00,70,1.17
city_aggregated,Laayoune,all_zones,518,2023-01-05 17:30:00,2023-01-05 18:10:00,50,0.83
city_aggregated,Laayoune,all_zones,520,2023-01-06 11:20:00,2023-01-06 12:00:00,50,0.83
city_aggregated,Laayoune,all_zones,522,2023-01-06 17:30:00,2023-01-06 20:10:00,170,2.83
city_aggregated,Laayoune,all_zones,524,2023-01-07 11:00:00,2023-01-07 13:00:00,130,2.17
city_aggregated,Laayoune,all_zones,526,2023-01-07 17:30:00,2023-01-07 18:00:00,40,0.67
city_aggregated,Laayoune,all_zones,528,2023-01-07 18:20:00,2023-01-07 18:30:00,20,0.33
city_aggregated,Laayoune,all_zones,530,2023-01-07 19:30:00,2023-01-07 19:40:00,20,0.33
city_aggregated,Laayoune,all_zones,532,2023-01-08 11:30:00,2023-01-08 13:00:00,100,1.67
city_aggregated,Laayoune,all_zones,534,2023-01-08 17:30:00,2023-01-08 21:10:00,230,3.83
